type,href,name,last_name,number,date_of_birth,place_of_birth/country,place_of_birth/city,age,height,citizenship,position,image_url,current_club/href,national_team,foot,current_market_value_start,current_market_value_end,code
player,/emiliano-martinez/profil/spieler/111873,Emiliano,Martínez,#1,"Sep 2, 1992",Argentina,Mar del Plata  ,31,"1,95 m",Argentina,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/111873-1668180824.jpg?lm=1,/aston-villa/startseite/verein/,Argentina,right,28.00,m,emiliano-martinez
player,/jose-sa/profil/spieler/249994,José,Sá,#1,"Jan 17, 1993",Portugal,Braga  ,30,"1,92 m",Portugal,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/249994-1696600015.jpg?lm=1,/wolverhampton-wanderers/startseite/verein/,Portugal,right,18.00,m,jose-sa
player,/jamie-vardy/profil/spieler/197838,Jamie,Vardy,#9,"Jan 11, 1987",England,Sheffield  ,36,"1,79 m",England,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/197838-1683031278.jpg?lm=1,/leicester-city/startseite/verein/,,right,2.00,m,jamie-vardy
player,/patson-daka/profil/spieler/365172,Patson,Daka,#20,"Oct 9, 1998",Zambia,Chingola  ,25,"1,83 m",Zambia,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/365172-1638810490.jpg?lm=1,/leicester-city/startseite/verein/,Zambia,right,15.00,m,patson-daka
player,/kelechi-iheanacho/profil/spieler/295330,Kelechi,Iheanacho,#14,"Oct 3, 1996",Nigeria,Imo  ,27,"1,85 m",Nigeria,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/295330-1617442598.jpg?lm=1,/leicester-city/startseite/verein/,Nigeria,left,18.00,m,kelechi-iheanacho
player,/wanya-marcal/profil/spieler/670988,,Wanya Marçal,#40,"Oct 19, 2002",England,Leicester  ,21,"1,81 m",Portugal,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/670988-1692967829.jpg?lm=1,/leicester-city/startseite/verein/,,right,300,k,wanya-marcal
player,/kasey-mcateer/profil/spieler/621193,Kasey,McAteer,#35,"Nov 22, 2001",England,Northampton   ,21,,England,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/621193-1628516792.jpg?lm=1,/leicester-city/startseite/verein/,,,900,k,kasey-mcateer
player,/harvey-barnes/profil/spieler/398065,Harvey,Barnes,#15,"Dec 9, 1997",England,Burnley  ,25,"1,82 m",England,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/398065-1543494289.jpg?lm=1,/newcastle-united/startseite/verein/,,right,35.00,m,harvey-barnes
player,/will-alves/profil/spieler/867711,Will,Alves,,"May 4, 2005",England,Leicester  ,18,,England,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/leicester-city-u21/startseite/verein/,,right,,,will-alves
player,/james-maddison/profil/spieler/294057,James,Maddison,#10,"Nov 23, 1996",England,Coventry  ,26,"1,75 m",England,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/294057-1687982662.jpg?lm=1,/tottenham-hotspur/startseite/verein/,England,right,70.00,m,james-maddison
player,/marc-albrighton/profil/spieler/61560,Marc,Albrighton,#11,"Nov 18, 1989",England,Tamworth  ,33,"1,75 m",England,midfield - Right Midfield,https://img.a.transfermarkt.technology/portrait/header/61560-1520608424.jpg?lm=1,/leicester-city/startseite/verein/,,right,1.00,m,marc-albrighton
player,/dennis-praet/profil/spieler/129588,Dennis,Praet,#26,"May 14, 1994",Belgium,Leuven  ,29,"1,81 m",Belgium,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/129588-1572887027.jpg?lm=1,/leicester-city/startseite/verein/,,right,7.00,m,dennis-praet
player,/kiernan-dewsbury-hall/profil/spieler/475188,Kiernan,Dewsbury-Hall,#22,"Sep 6, 1998",England,Shepshed  ,25,"1,78 m",England,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/475188-1638810238.jpg?lm=1,/leicester-city/startseite/verein/,,left,30.00,m,kiernan-dewsbury-hall
player,/youri-tielemans/profil/spieler/249565,Youri,Tielemans,#8,"May 7, 1997",Belgium,Sint-Pieters-Leeuw  ,26,"1,77 m",Belgium,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/249565-1626861318.jpg?lm=1,/aston-villa/startseite/verein/,Belgium,right,20.00,m,youri-tielemans
player,/sammy-braybrooke/profil/spieler/840640,Sammy,Braybrooke,#44,"Mar 12, 2004",England,Leicester  ,19,,England,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/leicester-city-u21/startseite/verein/,,right,250,k,sammy-braybrooke
player,/nampalys-mendy/profil/spieler/111051,Nampalys,Mendy,#26,"Jun 23, 1992",France,La Seyne-sur-Mer  ,31,"1,68 m",Senegal,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/111051-1547722265.jpg?lm=1,/rc-lens/startseite/verein/,Senegal,right,2.50,m,nampalys-mendy
player,/hamza-choudhury/profil/spieler/341501,Hamza,Choudhury,#17,"Oct 1, 1997",England,Loughborough  ,26,"1,78 m",England,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/341501-1559900777.jpg?lm=1,/leicester-city/startseite/verein/,,right,5.00,m,hamza-choudhury
player,/boubakary-soumare/profil/spieler/344605,Boubakary,Soumaré,#24,"Feb 27, 1999",France,Noisy-le-Sec  ,24,"1,88 m",France,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/344605-1591172562.jpg?lm=1,/sevilla-fc/startseite/verein/,,right,15.00,m,boubakary-soumare
player,/wilfred-ndidi/profil/spieler/274839,Wilfred,Ndidi,#25,"Dec 16, 1996",Nigeria,Lagos  ,26,"1,83 m",Nigeria,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/274839-1641900364.jpg?lm=1,/leicester-city/startseite/verein/,Nigeria,right,18.00,m,wilfred-ndidi
player,/joe-wormleighton/profil/spieler/814524,Joe,Wormleighton,#60,"Dec 30, 2003",,,19,"1,78 m",England,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/leicester-city-u21/startseite/verein/,,right,100,k,joe-wormleighton
player,/ricardo-pereira/profil/spieler/215876,Ricardo,Pereira,#21,"Oct 6, 1993",Portugal,Lisboa  ,30,"1,75 m",Portugal,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/215876-1510137446.jpg?lm=1,/leicester-city/startseite/verein/,,right,10.00,m,ricardo-pereira
player,/james-justin/profil/spieler/413220,James,Justin,#2,"Feb 23, 1998",England,Luton  ,25,"1,83 m",England,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/413220-1600097627.jpg?lm=1,/leicester-city/startseite/verein/,,right,16.00,m,james-justin
player,/timothy-castagne/profil/spieler/262226,Timothy,Castagne,#21,"Dec 5, 1995",Belgium,Arlon  ,27,"1,85 m",Belgium,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/262226-1665067689.jpg?lm=1,/fulham-fc/startseite/verein/,Belgium,right,17.00,m,timothy-castagne
player,/ryan-bertrand/profil/spieler/40611,Ryan,Bertrand,,"Aug 5, 1989",England,London  ,34,"1,79 m",England,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/40611-1518794490.jpg?lm=1,/without-club/startseite/verein/,,left,500,k,ryan-bertrand
player,/luke-thomas/profil/spieler/505194,Luke,Thomas,#14,"Jun 10, 2001",England,Syston  ,22,"1,81 m",England,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/505194-1687975540.jpg?lm=1,/sheffield-united/startseite/verein/,,left,12.00,m,luke-thomas
player,/victor-kristiansen/profil/spieler/564529,Victor,Kristiansen,#15,"Dec 16, 2002",Denmark,Copenhagen  ,20,"1,81 m",Denmark,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/564529-1630593679.jpg?lm=1,/bologna-fc-1909/startseite/verein/,Denmark,left,12.00,m,victor-kristiansen
player,/lewis-brunt/profil/spieler/533657,Lewis,Brunt,#24,"Nov 6, 2000",,,23,"1,87 m",England,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/mansfield-town/startseite/verein/,,,100,k,lewis-brunt
player,/jonny-evans/profil/spieler/42412,Jonny,Evans,#35,"Jan 3, 1988",Northern Ireland,Belfast  ,35,"1,88 m",Northern Ireland,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/42412-1699471667.jpg?lm=1,/manchester-united/startseite/verein/,N. Ireland,both,2.00,m,jonny-evans
player,/jannik-vestergaard/profil/spieler/99331,Jannik,Vestergaard,#23,"Aug 3, 1992",Denmark,Hvidovre  ,31,"1,99 m",Denmark,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/99331-1624804320.jpg?lm=1,/leicester-city/startseite/verein/,Denmark,both,4.00,m,jannik-vestergaard
player,/daniel-amartey/profil/spieler/214056,Daniel,Amartey,#12,"Dec 21, 1994",Ghana,Accra  ,28,"1,86 m",Ghana,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/214056-1696075121.png?lm=1,/besiktas-jk/startseite/verein/,,right,12.00,m,daniel-amartey
player,/harry-souttar/profil/spieler/298091,Harry,Souttar,#15,"Oct 22, 1998",Scotland,Aberdeen  ,25,"1,98 m",Australia,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/298091-1669819322.jpg?lm=1,/leicester-city/startseite/verein/,Australia,right,12.00,m,harry-souttar
player,/caglar-soyuncu/profil/spieler/320141,Çağlar,Söyüncü,#4,"May 23, 1996",Turkey,Izmir  ,27,"1,85 m",Turkey,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/320141-1662367296.jpg?lm=1,/atletico-de-madrid/startseite/verein/,Turkey,both,15.00,m,caglar-soyuncu
player,/wesley-fofana/profil/spieler/475411,Wesley,Fofana,#33,"Dec 17, 2000",France,Marseille  ,22,"1,86 m",France,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/475411-1683899212.jpg?lm=1,/chelsea-fc/startseite/verein/,,right,40.00,m,wesley-fofana
player,/alex-smithies/profil/spieler/33754,Alex,Smithies,#12,"Mar 5, 1990",England,Huddersfield  ,33,"1,89 m",England,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/33754-1467882120.jpg?lm=1,/leicester-city/startseite/verein/,,right,500,k,alex-smithies
player,/daniel-iversen/profil/spieler/260841,Daniel,Iversen,#31,"Jul 19, 1997",Denmark,Gørding  ,26,"1,91 m",Denmark,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/260841-1683029575.jpg?lm=1,/leicester-city/startseite/verein/,,,5.00,m,daniel-iversen
player,/dan-chesters/profil/spieler/561452,Dan,Chesters,#51,"Apr 4, 2002",,,21,,England,midfield - Right Midfield,https://img.a.transfermarkt.technology/portrait/header/561452-1647593975.jpg?lm=1,/west-ham-united-u21/startseite/verein/,,right,250,k,dan-chesters
player,/lewis-orford/profil/spieler/845809,Lewis,Orford,#61,"Feb 18, 2006",,,17,,England,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/west-ham-united-u21/startseite/verein/,,,,,lewis-orford
player,/flynn-downes/profil/spieler/506189,Flynn,Downes,#4,"Jan 20, 1999",England,Brentwood  ,24,"1,78 m",England,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/506189-1659355597.jpg?lm=1,/southampton-fc/startseite/verein/,,right,9.00,m,flynn-downes
player,/oliver-scarles/profil/spieler/922563,Oliver,Scarles,#57,"Dec 12, 2005",England,Bromley  ,17,,England,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/922563-1667548640.jpg?lm=1,/west-ham-united-u21/startseite/verein/,,left,200,k,oliver-scarles
player,/freddie-potts/profil/spieler/698164,Freddie,Potts,#19,"Sep 12, 2003",England,London  ,20,,England,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/698164-1647594007.jpg?lm=1,/wycombe-wanderers/startseite/verein/,,,250,k,freddie-potts
player,/keenan-appiah-forson/profil/spieler/554098,Keenan,Appiah-Forson,#20,"Oct 16, 2001",England,London  ,22,"1,74 m",England,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/554098-1639140288.jpg?lm=1,/dagenham-amp-redbridge-fc/startseite/verein/,,right,,,keenan-appiah-forson
player,/pierre-ekwah/profil/spieler/538994,Pierre,Ekwah,#39,"Jan 15, 2002",France,Massy  ,21,"1,89 m",France,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/538994-1693401144.jpg?lm=1,/sunderland-afc/startseite/verein/,,left,500,k,pierre-ekwah
player,/conor-coventry/profil/spieler/419025,Conor,Coventry,#32,"Mar 25, 2000",England,London  ,23,"1,77 m",Ireland,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/419025-1662362174.jpg?lm=1,/west-ham-united/startseite/verein/,,right,1.80,m,conor-coventry
player,/tomas-soucek/profil/spieler/283628,Tomas,Soucek,#28,"Feb 27, 1995",Czech Republic,Havlíčkův Brod  ,28,"1,92 m",Czech Republic,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/283628-1693826553.jpg?lm=1,/west-ham-united/startseite/verein/,Czechia,right,35.00,m,tomas-soucek
player,/declan-rice/profil/spieler/357662,Declan,Rice,#41,"Jan 14, 1999",England,London  ,24,"1,88 m",England,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/357662-1687962936.jpg?lm=1,/arsenal-fc/startseite/verein/,England,right,100.00,m,declan-rice
player,/harrison-ashby/profil/spieler/559130,Harrison,Ashby,#30,"Nov 14, 2001",England,Milton Keynes  ,21,"1,79 m",Scotland,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/559130-1667548907.jpg?lm=1,/swansea-city/startseite/verein/,,right,1.00,m,harrison-ashby
player,/vladimir-coufal/profil/spieler/157672,Vladimir,Coufal,#5,"Aug 22, 1992",CSSR,Ostrava  ,31,"1,74 m",Czech Republic,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/157672-1667897675.jpg?lm=1,/west-ham-united/startseite/verein/,Czechia,right,9.00,m,vladimir-coufal
player,/ben-johnson/profil/spieler/468002,Ben,Johnson,#2,"Jan 24, 2000",England,London  ,23,"1,84 m",England,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/468002-1694618190.jpg?lm=1,/west-ham-united/startseite/verein/,,right,10.00,m,ben-johnson
player,/regan-clayton/profil/spieler/845717,Regan,Clayton,#43,"Nov 11, 2004",,,19,,England,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/west-ham-united-u21/startseite/verein/,,left,150,k,regan-clayton
player,/aaron-cresswell/profil/spieler/92571,Aaron,Cresswell,#3,"Dec 15, 1989",England,Liverpool  ,33,,England,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/92571-1467723523.jpg?lm=1,/west-ham-united/startseite/verein/,,left,1.20,m,aaron-cresswell
player,/emerson-palmieri/profil/spieler/181778,,Emerson Palmieri,#33,"Aug 3, 1994",Brazil,Santos  ,29,"1,76 m",Italy,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/181778-1660636930.jpg?lm=1,/west-ham-united/startseite/verein/,,left,12.00,m,emerson-palmieri
player,/kaelan-casey/profil/spieler/845321,Kaelan,Casey,#42,"Oct 28, 2004",,,19,"1,85 m",England,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/west-ham-united-u21/startseite/verein/,,right,1.00,m,kaelan-casey
player,/michael-forbes/profil/spieler/701006,Michael,Forbes,#65,"Apr 29, 2004",Northern Ireland,Ardboe  ,19,"1,88 m",Northern Ireland,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/west-ham-united-u21/startseite/verein/,N. Ireland U21,,,,michael-forbes
player,/levi-laing/profil/spieler/586982,Levi,Laing,#53,"Apr 12, 2003",England,London  ,20,"1,88 m",England,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/west-ham-united-u21/startseite/verein/,,right,,,levi-laing
player,/jamal-baptiste/profil/spieler/610706,Jamal,Baptiste,,"Nov 11, 2003",,,20,,England,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/610706-1650877342.jpg?lm=1,/lommel-sk/startseite/verein/,,,250,k,jamal-baptiste
player,/angelo-ogbonna/profil/spieler/48002,Angelo,Ogbonna,#21,"May 23, 1988",Italy,Cassino  ,35,"1,91 m",Italy,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/48002-1636457151.jpg?lm=1,/west-ham-united/startseite/verein/,,left,900,k,angelo-ogbonna
player,/craig-dawson/profil/spieler/121477,Craig,Dawson,#15,"May 6, 1990",England,Rochdale  ,33,"1,88 m",England,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/121477-1520417734.jpg?lm=1,/wolverhampton-wanderers/startseite/verein/,,right,2.00,m,craig-dawson
player,/thilo-kehrer/profil/spieler/228948,Thilo,Kehrer,#24,"Sep 21, 1996",Germany,Tübingen  ,27,"1,86 m",Germany,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/228948-1663242446.jpg?lm=1,/west-ham-united/startseite/verein/,,right,13.00,m,thilo-kehrer
player,/kurt-zouma/profil/spieler/157509,Kurt,Zouma,#4,"Oct 27, 1994",France,Lyon  ,29,"1,90 m",France,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/157509-1647595996.jpg?lm=1,/west-ham-united/startseite/verein/,,right,22.00,m,kurt-zouma
player,/nayef-aguerd/profil/spieler/361914,Nayef,Aguerd,#27,"Mar 30, 1996",Morocco,Kénitra  ,27,"1,90 m",Morocco,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/361914-1659355782.jpg?lm=1,/west-ham-united/startseite/verein/,Morocco,left,35.00,m,nayef-aguerd
player,/joseph-anang/profil/spieler/576099,Joseph,Anang,#49,"Jun 8, 2000",Ghana,Accra  ,23,"1,90 m",England,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/576099-1695369751.jpg?lm=1,/west-ham-united/startseite/verein/,,right,250,k,joseph-anang
player,/krisztian-hegyi/profil/spieler/543726,Krisztián,Hegyi,#12,"Sep 24, 2002",Hungary,Budapest  ,21,"1,93 m",Hungary,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/543726-1667549315.jpg?lm=1,/stevenage-fc/startseite/verein/,Hungary U21,right,250,k,krisztian-hegyi
player,/nathan-trott/profil/spieler/431422,Nathan,Trott,#1,"Nov 21, 1998",,,24,"1,88 m",England,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/431422-1632824652.jpg?lm=1,/vejle-boldklub/startseite/verein/,,left,400,k,nathan-trott
player,/lukasz-fabianski/profil/spieler/29692,Lukasz,Fabianski,#1,"Apr 18, 1985",Poland,Kostrzyn nad Odrą  ,38,"1,90 m",Poland,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/29692-1685709486.jpg?lm=1,/west-ham-united/startseite/verein/,,right,900,k,lukasz-fabianski
player,/nick-pope/profil/spieler/192080,Nick,Pope,#22,"Apr 19, 1992",England,Soham  ,31,"1,98 m",England,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/192080-1663841362.jpg?lm=1,/newcastle-united/startseite/verein/,,right,20.00,m,nick-pope
player,/callum-wilson/profil/spieler/123682,Callum,Wilson,#9,"Feb 27, 1992",England,Coventry  ,31,"1,80 m",England,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/123682-1668090039.jpg?lm=1,/newcastle-united/startseite/verein/,,right,16.00,m,callum-wilson
player,/jacob-murphy/profil/spieler/199527,Jacob,Murphy,#23,"Feb 24, 1995",England,London  ,28,"1,73 m",England,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/199527-1674210561.jpg?lm=1,/newcastle-united/startseite/verein/,,right,15.00,m,jacob-murphy
player,/miguel-almiron/profil/spieler/272999,Miguel,Almirón,#24,"Feb 10, 1994",Paraguay,Asunción  ,29,"1,74 m",Paraguay,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/272999-1674210265.jpg?lm=1,/newcastle-united/startseite/verein/,Paraguay,left,32.00,m,miguel-almiron
player,/ryan-fraser/profil/spieler/146795,Ryan,Fraser,#26,"Feb 24, 1994",Scotland,Aberdeen  ,29,"1,63 m",Scotland,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/146795-1481812691.jpg?lm=1,/southampton-fc/startseite/verein/,,right,4.00,m,ryan-fraser
player,/allan-saint-maximin/profil/spieler/272642,Allan,Saint-Maximin,#97,"Mar 12, 1997",France,Châtenay-Malabry  ,26,"1,73 m",France,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/272642-1557495119.png?lm=1,/al-ahli-sfc/startseite/verein/,,right,24.00,m,allan-saint-maximin
player,/elliot-anderson/profil/spieler/567576,Elliot,Anderson,#32,"Nov 6, 2002",England,Whitley Bay  ,21,"1,79 m",Scotland,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/567576-1696453772.jpg?lm=1,/newcastle-united/startseite/verein/,,right,13.00,m,elliot-anderson
player,/matt-ritchie/profil/spieler/92469,Matt,Ritchie,#11,"Sep 10, 1989",England,Gosport  ,34,"1,73 m",Scotland,midfield - Right Midfield,https://img.a.transfermarkt.technology/portrait/header/92469-1688388791.jpg?lm=1,/newcastle-united/startseite/verein/,,left,1.00,m,matt-ritchie
player,/lewis-miley/profil/spieler/922769,Lewis,Miley,#67,"May 1, 2006",England,Gateshead  ,17,"1,85 m",England,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/922769-1696453881.jpg?lm=1,/newcastle-united-u21/startseite/verein/,,right,2.50,m,lewis-miley
player,/matty-longstaff/profil/spieler/484387,Matty,Longstaff,,"Mar 21, 2000",England,Rotherham  ,23,"1,71 m",England,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/484387-1609607177.jpg?lm=1,/without-club/startseite/verein/,,right,900,k,matty-longstaff
player,/jeff-hendrick/profil/spieler/148262,Jeff,Hendrick,#22,"Jan 31, 1992",Ireland,Dublin  ,31,"1,85 m",Ireland,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/148262-1657635898.jpg?lm=1,/sheffield-wednesday/startseite/verein/,,right,1.20,m,jeff-hendrick
player,/sean-longstaff/profil/spieler/346707,Sean,Longstaff,#36,"Oct 30, 1997",England,Newcastle upon Tyne  ,26,"1,87 m",England,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/346707-1682341336.jpg?lm=1,/newcastle-united/startseite/verein/,,right,25.00,m,sean-longstaff
player,/joe-willock/profil/spieler/340329,Joe,Willock,#28,"Aug 20, 1999",England,London  ,24,"1,86 m",England,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/340329-1683890024.jpg?lm=1,/newcastle-united/startseite/verein/,,right,38.00,m,joe-willock
player,/joelinton/profil/spieler/333241,,Joelinton,#7,"Aug 14, 1996",Brazil,Aliança  ,27,"1,86 m",Brazil,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/333241-1674210135.jpg?lm=1,/newcastle-united/startseite/verein/,Brazil,right,42.00,m,joelinton
player,/alisson/profil/spieler/105470,,Alisson,#1,"Oct 2, 1992",Brazil,Novo Hamburgo  ,31,"1,93 m",Brazil,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/105470-1668522221.jpg?lm=1,/liverpool-fc/startseite/verein/,Brazil,right,35.00,m,alisson
player,/hugo-lloris/profil/spieler/17965,Hugo,Lloris,#1,"Dec 26, 1986",France,Nice  ,36,"1,88 m",France,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/17965-1671091582.jpg?lm=1,/tottenham-hotspur/startseite/verein/,,left,2.00,m,hugo-lloris
player,/isaac-hayden/profil/spieler/206225,Isaac,Hayden,#11,"Mar 22, 1995",England,Chelmsford  ,28,"1,87 m",England,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/206225-1680273024.jpg?lm=1,/standard-liege/startseite/verein/,,right,3.50,m,isaac-hayden
player,/bruno-guimaraes/profil/spieler/520624,Bruno,Guimarães,#39,"Nov 16, 1997",Brazil,Rio de Janeiro  ,25,"1,82 m",Brazil,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/520624-1668522672.jpg?lm=1,/newcastle-united/startseite/verein/,Brazil,right,85.00,m,bruno-guimaraes
player,/javier-manquillo/profil/spieler/162029,Javier,Manquillo,#19,"May 5, 1994",Spain,Madrid  ,29,"1,78 m",Spain,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/162029-1407329548.jpg?lm=1,/newcastle-united/startseite/verein/,,right,2.50,m,javier-manquillo
player,/emil-krafth/profil/spieler/184528,Emil,Krafth,#17,"Aug 2, 1994",Sweden,Ljungby  ,29,"1,84 m",Sweden,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/184528-1674210829.jpg?lm=1,/newcastle-united/startseite/verein/,Sweden,right,3.00,m,emil-krafth
player,/kieran-trippier/profil/spieler/95810,Kieran,Trippier,#2,"Sep 19, 1990",England,Bury  ,33,"1,73 m",England,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/95810-1696454076.jpg?lm=1,/newcastle-united/startseite/verein/,England,right,11.00,m,kieran-trippier
player,/jamal-lewis/profil/spieler/346018,Jamal,Lewis,#6,"Jan 25, 1998",England,Luton  ,25,"1,78 m",Northern Ireland,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/346018-1543494151.jpg?lm=1,/watford-fc/startseite/verein/,N. Ireland,left,4.00,m,jamal-lewis
player,/dan-burn/profil/spieler/134270,Dan,Burn,#33,"May 9, 1992",England,Blyth  ,31,"2,01 m",England,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/134270-1682340860.jpg?lm=1,/newcastle-united/startseite/verein/,,left,10.00,m,dan-burn
player,/matt-targett/profil/spieler/250478,Matt,Targett,#13,"Sep 18, 1995",England,Eastleigh  ,28,"1,83 m",England,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/250478-1643653374.jpg?lm=1,/newcastle-united/startseite/verein/,,left,13.00,m,matt-targett
player,/charlie-mcneill/profil/spieler/614262,Charlie,McNeill,#26,"Sep 9, 2003",England,Droylsden  ,20,"1,81 m",England,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/614262-1675172883.jpg?lm=1,/stevenage-fc/startseite/verein/,,right,200,k,charlie-mcneill
player,/wout-weghorst/profil/spieler/228645,Wout,Weghorst,#10,"Aug 7, 1992",Netherlands,Borne  ,31,"1,97 m",Netherlands,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/228645-1666363510.png?lm=1,/tsg-1899-hoffenheim/startseite/verein/,Netherlands,right,9.00,m,wout-weghorst
player,/anthony-martial/profil/spieler/182877,Anthony,Martial,#9,"Dec 5, 1995",France,Massy  ,27,"1,81 m",France,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/182877-1595947846.jpg?lm=1,/manchester-united/startseite/verein/,,right,15.00,m,anthony-martial
player,/cristiano-ronaldo/profil/spieler/8198,,Cristiano Ronaldo,#7,"Feb 5, 1985",Portugal,Funchal  ,38,"1,87 m",Portugal,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/8198-1694609670.jpg?lm=1,/al-nassr-fc/startseite/verein/,Portugal,right,15.00,m,cristiano-ronaldo
